text,Class,clean_text
"මිරිහාන පොලිස් ස්ථානයේ මාධ්‍යවේදීන් 4 දෙනෙකු ඇතුළුව අවම වශයෙන් පුද්ගලයින් 34 දෙනෙකු (පිරිමි 33ක්, කාන්තාවක් 1ක්) රඳ… https://t.co/XewTTCXylm",Neutral,"මිරිහාන පොලිස් ස්ථානයේ මාධ්යවේදීන් 4 දෙනෙකු ඇතුළුව අවම වශයෙන් පුද්ගලයින් 34 දෙනෙකු (පිරිමි 33ක්, කාන්තාවක් 1ක්) රඳ…"
"අපි තමයි මුලින්ම පාරට බහින්නෙ කියපු අය තමයි දැන් ඔය බැහැල තියෙන්නෙ. එහෙන් මෙහෙන් බයි ලේ දුවන එවුන්, තාමත් SM වල වි… https://t.co/7vso1w3Ok4",Hatespeech,"අපි තමයි මුලින්ම පාරට බහින්නෙ කියපු අය තමයි දැන් ඔය බැහැල තියෙන්නෙ. එහෙන් මෙහෙන් බයි ලේ දුවන එවුන්, තාමත් SM වල වි…"
Agenda එක ගැන තේරුම් ගන්නේ නැතුව එකපාරට ලේ කකියනවා නම්. උබලත තව ඕනෙ බං.,Neutral,Agenda එක ගැන තේරුම් ගන්නේ නැතුව එකපාරට ලේ කකියනවා නම්. උබලත තව ඕනෙ බං.
"ජාතිවාදය අවුස්සලා බලයට ආපු එකාගේ මාධ්‍ය නිවේදනය. ගෝඨා තමා ලංකාවේ ඉන්න අන්තවාදියා. ඥාණසාර ඉන්නේ ගෝඨා ලග, සිංහලේ අර… https://t.co/lkoOay1yr3",Hatespeech,"ජාතිවාදය අවුස්සලා බලයට ආපු එකාගේ මාධ්ය නිවේදනය. ගෝඨා තමා ලංකාවේ ඉන්න අන්තවාදියා. ඥාණසාර ඉන්නේ ගෝඨා ලග, සිංහලේ අර…"
"අපෙත් ලේ කකියනවා, කළකිරීමෙන් ඉන්නේ එහෙම කියලා තියෙන රට විනාස කරලා අපේ එවුන් හිරේ දාගෙන උන්ට ගුටි බැට කවලා හරියන්නේ… https://t.co/jQmd1awk0h",Hatespeech,"අපෙත් ලේ කකියනවා, කළකිරීමෙන් ඉන්නේ එහෙම කියලා තියෙන රට විනාස කරලා අපේ එවුන් හිරේ දාගෙන උන්ට ගුටි බැට කවලා හරියන්නේ…"
"ලේ වලින් බලයට ආපු එකෙකුට තවත් ලේ හොල්ලනවා කියන්නේ අමූතු දෙයක් නෙමෙයි
ඔළුවෙන් වැඩ කරමු 
#EconomicCrisisLK #GoHomeGota #GoHomeRajapaksas",Neutral,ලේ වලින් බලයට ආපු එකෙකුට තවත් ලේ හොල්ලනවා කියන්නේ අමූතු දෙයක් නෙමෙයි ඔළුවෙන් වැඩ කරමු
"කාටද උඹ තියන්නේ?
අන්න එනවා අහිංසකයෝ
අන්න එනවා ලක් වාසියෝ
උඹේ අතේ ඔය අවියෙන් කාටද උඹ තියන්නේ?
අන්න එනවා අහිංසකයෝ… https://t.co/XYG775YFGo",Neutral,කාටද උඹ තියන්නේ? අන්න එනවා අහිංසකයෝ අන්න එනවා ලක් වාසියෝ උඹේ අතේ ඔය අවියෙන් කාටද උඹ තියන්නේ? අන්න එනවා අහිංසකයෝ…
අහින්සක මිනිස්සු දරුවන් සියගනනක් දේවස්ථානය ඇතුලෙම ඝාතනය කරලා බලයට ආපු රාජපක්ෂ ඝාතකයො උඹලට දෙවියන්ගෙන් පව් සමාව ලැබු… https://t.co/vVItxrBXfA,Neutral,අහින්සක මිනිස්සු දරුවන් සියගනනක් දේවස්ථානය ඇතුලෙම ඝාතනය කරලා බලයට ආපු රාජපක්ෂ ඝාතකයො උඹලට දෙවියන්ගෙන් පව් සමාව ලැබු…
"මිරිහානට ආව එක මනුස්සයෙක්ගෙ හරි ඇගේ ලේ බින්දුවකට හරි අත තියනව කියන්නෙ ඔයා ලොකූ වැරැද්දක් කරගත්තෙ නන්දසේන
🙂… https://t.co/FBVgG1bOLe",Hatespeech,මිරිහානට ආව එක මනුස්සයෙක්ගෙ හරි ඇගේ ලේ බින්දුවකට හරි අත තියනව කියන්නෙ ඔයා ලොකූ වැරැද්දක් කරගත්තෙ නන්දසේන …
Stf එකෙන් ආවා මේකත් ලේ වැගිරීමක් වෙයි වගේ,Neutral,Stf එකෙන් ආවා මේකත් ලේ වැගිරීමක් වෙයි වගේ
"කිසිඳු කරදරයකින් ලේ හැලීමකින් තොරව අප්‍රේල් 3 අරගලය පැවැත්වීමට හැකි වේවායි පතමි.! 🙏

ඔබලාගේ අධ්‍යාත්මික විශ්වාසයන් ඔබ සමඟ වේවා! 💟",Neutral,කිසිඳු කරදරයකින් ලේ හැලීමකින් තොරව අප්රේල් 3 අරගලය පැවැත්වීමට හැකි වේවායි පතමි.! ඔබලාගේ අධ්යාත්මික විශ්වාසයන් ඔබ සමඟ වේවා!
"⁣ඔබෙන් ලැබෙන සම්මානය 
දොහොත් මුදුන් දී අරගෙන
ඔබට පිරිත් පැන් මතුරඤ්ඤං
සියක් වසක් රට කරන්න
අනේ අපේ ගැලවුම්කරු
ඔබයි… https://t.co/4JCavsV0M3",Neutral,⁣ඔබෙන් ලැබෙන සම්මානය දොහොත් මුදුන් දී අරගෙන ඔබට පිරිත් පැන් මතුරඤ්ඤං සියක් වසක් රට කරන්න අනේ අපේ ගැලවුම්කරු ඔබයි…
"කොඩියට, බණ පොතට, සංස්කෘතියට කකියන ලේ, රටට හා රටේ මිනිස්සුන්ට කෙලවෙන කොට සිවුරු-කාරයන්ට නැති හැටි! කමක් නෑ. දානේ men… https://t.co/5dLei6BWzu",Neutral,"කොඩියට, බණ පොතට, සංස්කෘතියට කකියන ලේ, රටට හා රටේ මිනිස්සුන්ට කෙලවෙන කොට සිවුරු-කාරයන්ට නැති හැටි! කමක් නෑ. දානේ men…"
"❤️🥺

මොවුන් ලේ දන් දීලා රැකපු පොලව, බඩතඩි තිරිසන්නු වෙන්දේසි කරද්දි... ඔයාලාට පුලුවන් ද නිහඬව බලන් ඉන්න!

මෙයාලාගේ… https://t.co/HRdciYmpQI",Neutral,"මොවුන් ලේ දන් දීලා රැකපු පොලව, බඩතඩි තිරිසන්නු වෙන්දේසි කරද්දි... ඔයාලාට පුලුවන් ද නිහඬව බලන් ඉන්න! මෙයාලාගේ…"
"රාජපක්ෂ විරෝධී, කොළ-ලේ-ලිබ්බෝ ලිබ්බියෝගේ 2015 රෙජීම් චේන්ජ් ගේන්න කල දේශද්‍රෝහී බොරු ප්‍රචාර, බොරු ප්‍රබන්ද ලිවිම,… https://t.co/OfuL2JNl8f",Neutral,"රාජපක්ෂ විරෝධී, කොළ-ලේ-ලිබ්බෝ ලිබ්බියෝගේ 2015 රෙජීම් චේන්ජ් ගේන්න කල දේශද්රෝහී බොරු ප්රචාර, බොරු ප්රබන්ද ලිවිම,…"
"අර ලේ ත් නෑ...
මේ ලේ ත් නෑ....
අන්තිමට...
කරුව ලේ.... 😶😶",Neutral,අර ලේ ත් නෑ... මේ ලේ ත් නෑ.... අන්තිමට... කරුව ලේ....
"බලය වෙනුවෙන් පාස්කු ඉරිදාව ලේ විලක් කරලා, ඒ මළ මිනී මතින් බලය ලබා ගත් තිරිසන් පාලකයන්ට විරුද්ධව නැගී සිටීමේදී වඩාත්… https://t.co/4GIyk1FaBQ",Neutral,"බලය වෙනුවෙන් පාස්කු ඉරිදාව ලේ විලක් කරලා, ඒ මළ මිනී මතින් බලය ලබා ගත් තිරිසන් පාලකයන්ට විරුද්ධව නැගී සිටීමේදී වඩාත්…"
ජාති බේද පැත්තකින් තියමු. ජාතීන් අතර කොටවලා අහිංසක මිනිස්සුන්ගේ ලේ මතින් බලයට පත්වූ දූෂිත ආණ්ඩුව පලවාහරින්න එකතු වෙමු.,Neutral,ජාති බේද පැත්තකින් තියමු. ජාතීන් අතර කොටවලා අහිංසක මිනිස්සුන්ගේ ලේ මතින් බලයට පත්වූ දූෂිත ආණ්ඩුව පලවාහරින්න එකතු වෙමු.
