text,Class
"අඩෝ විල් ස්මිත්, උඹ මහ ගූ ඩයල් එකක්නෙ 😂",Neutral
"කවුරු මොනව හිතයිද කියන මානසිකත්වයෙන් මිදියන් මොකද උඹ කොහොම හිටියත් මිනිස්සු උබට කතා හදනවා...😊😊

උඹ ආස විදියට උඹ ඉදපන්... 👊✔️🌟👑️✋❤️",Neutral
"මම - ඔයා කිසි වරදක් කරලා නැ, මම ඔයාට ආදරේ කරපු එකයි වැරදි!...

එයා - උඹ ආදරේ කරන්න ඇරෙන්න වෙන මොනවද දන්නේ? උඹේ ඔය ආ… https://t.co/QiorwW3jua",Neutral
"එක ඇමතුමක්
ප්‍රශ්න සීයක්
පිළිතුරු දෙසීයක්
සිනහව කෝටියක්
ඇත්තමයි
උඹ 
සතුටු පැකේජයක්! ♥
#Bestbuddy",Neutral
"උඹ පත්තිනි අම්මනේ
අනේ උඹ #% ගනිං https://t.co/fnveXCHpu8",Hatespeech
"උඹ මෝඩයෙක් කියල හිතන්න එපා.
ඒව underground කියල හිතන උනුත් ඉන්නවා 😂",Neutral
"වැලිකුඹුර පිටින් යන්නෙ ඌ #RoadToEmf එකට බැනපුවා කියලා හිතනවානම්, උඹ පිස්සෙක් මචං 😂",Neutral
"උඹ තමයි 
මගේ ජීවිතේ 
නෙස්ටමෝල්ට් එක,

බලය, ජවය,ශක්තිය 
විතරක් නෙවෙයි,

ආදරය, සතුට 
එක්කම මුලු හිතම
පුරවන. 
♥",Neutral
"උඹ හිතන් ඉන්න, මා වැනි ""බ්ළින්ඳා"". 
වර වර කියා ලඟට කැන්දා. 
දුක් සැප කුමන්දා.
කහටක් නැතුව, අසන අප වැනි උන් වෙන කොයින්දා.
#පව්උඹ",Neutral
"රෑ ආසෙ පායපු තනි තරුවේ
උඹ දිහා බලානමං නිදි මැරුවේ 
ඇයි ඉතිං දැන දැන බොරු කෙරුවේ 
ඇයි අහිංසක හිතක් අපරාදෙ මැරුවේ..",Neutral
"තව පලයන් ක්‍රිස්ටල් පස්සේ
උඹ sick වෙද්දී
පොකට් හිස් වෙද්දී
වටේ ඉන්න එවුන් auto mis යාළුවා!",Neutral
"මචං උඹ මෝඩයි කියලා හිතන්න එපා,
ෆෝන් එකේ සල්ලි කපාගෙන ලංකාවේ හොදම නළුවා,නිළිය තෝරන්න sms කරන එවුනුත් ඉන්නවා😅😂",Neutral
"කොච්චර ඇහුවත් ඇඬෙනවා 😓
දෑස පලාගෙන 😭🤣

උබලට මේකට ඇඩුනේ නැත්තම් උඹ තිරිසනෙක්...😭😭😭 https://t.co/fdT5AbDXPn",Neutral
"අඩෝ රජය!
කියපන් දැන් කෝමද කියලා අපි අනාගතේ අපි ළමයෙක්ට හරි ටෝක් කරන්නේ
ඔන්න අපි කියනවා ""පුතේ උඹ හරියට ඉගෙන ගත්ත… https://t.co/ByXLo7crLQ",Neutral
ඒයි ඒයි උඹ කාගෙන් අහලද කාර් එකේ ෆොටෝ ගන්නේ 🙄🤭🤭🤦 https://t.co/z7dscCgSLn,Hatespeech
"කුවේනි උඹ දන්නවද, යුනේස් ට නැට්ටක් තිබ්බ නම් ඌ මට නැට්ට වනලා වනලා ඒක මෙලහට කැඩිල 😁
#විජය_නැතුව_ගෝඨා_ආවනම්",Neutral
"අඩෝ බොක්ක උඹ පනපිටින් නේහ්... මම හිතුවෙ out කියලා bro... 

අක්මාව කියනවා ඇහුන 😌😌😂😂",Neutral
"උඹ මත්තෙම නහින එක කවදාහරි නවත්තපු දවසට...
උඹටත් සැනසීමයි
මටත් සැනසීමයි! ♥
#සිතිවිලි",Neutral
"ජාති,ආගම් භේද වස්ත්‍රයෙන් 
තම විලි වසා ගැනීමට තතනන ආණ්ඩුව 
ශ්‍රී ලාංකිකයින් ඉදිරියේ එල්ලා මරා දැමිය යුතුය!

පක්ෂ පා… https://t.co/BQBrwOCPP6",Neutral
"උද්ගොශන නිසා සංචාරක කර්මාන්තය අමුතූවෙන් වැටෙන්න දෙයක් නෑ. ලයිට් නැතිව, රටතුළ ගමන් යන්න තෙල් නැතිව, රෙස්ටුරන්ට් වල ක… https://t.co/vYVtNQz3bE",Neutral
"එක් විරෝධතා කරුවෙකුගේ හෝ ජීවිතය නැති වුනොත් වග කියන්නේ කවුද ? පොලිසියයි, හමුදාවයි රකින්නේ ආණ්ඩුවේ අයවයි. ඔවුන් ගම්… https://t.co/0IOC2PjlaW",Neutral
"අව්යාජ , හැඟීම්බර විරෝධතා දිය වෙන්නට ඉඩ නොදෙමු. ආණ්ඩුව විසින්ම අටවන උගුල් වලත් , අවස්ථාවාදීන් විසින් කරන අමන ක්‍රි… https://t.co/aL0SlMKHJb",Neutral
"“ශ්‍රී ලංකාවේ ත්‍රස්තවාදීන් ඉන්නවා”
මාධ්‍යවේදීන් අඳුනගන්න බැරි ආණ්ඩුව, ත්‍රස්තවාදීන්, 
ඇයි මේ විදියේ කතා කියන්නේ.… https://t.co/ZPwCqKY4Xx",Neutral
"අද උදේ මිනිහෙක් ඩීසල් 5L අරන් ඇවිල්ලා තාත්තට වදිනවා, මොකද කියලා අහපුවම කලින් පාර වැඩවලට කියපු ගාන වැඩී කියලා සද්දෙ… https://t.co/kPM2jb0oiz",Neutral
එදා 1980 කලු ජූලිය UNP ආණ්ඩුව විසින් නිර්මාණය කරේද මෙසේමය...රටේ ජනතාව හැඟීම් වලින් නොව බුද්ධියෙන් කටයුතු කළ යුතුය.… https://t.co/NuFhQVHbTi,Neutral
"ජීවත්වීමේ අයිතිය වෙනුවෙන් උද්ඝෝෂණය කිරීම ත්‍රස්තවාදය නම්, මහජනතාව PTA පෙන්නලා ත්‍රස්තයට නතු කර ගැනීමට උත්සාහ දරන ආ… https://t.co/ewklmIiXA0",Neutral
"ප්‍රසන්න රණතුංග අමාත්‍යවරයා කියනවා, පාලනය කරන්න බැරි දේවල් තියෙනවා කියලා. 

පාලනය කරන්න පුළුවන් දේවල් තමයි ඔක්කොම… https://t.co/o9PADOlDuU",Neutral
"ආණ්ඩුව විසින් නිකුත් කරන හරයක් නොමැති මුග්ධ ප්‍රකාශ විශ්වාස නොකරන්න! ඔවුන් මේ ජනබලය නැවැත්වීමට කුමක් හෝ කීමට, කිරීම… https://t.co/XrWoRlepjc",Neutral
තාමත් ආණ්ඩුව සෝදන උන්ගෙ ගෙවල් ටිකත් වට කරානන් හරි 🤭,Neutral
වැඩ පිළිවෙලක් නැති ආණ්ඩුව නිසා පීඩා විදින ජනතාව කරන විරෝධතාවයට දේශපාලන පක්ෂ විරුද්ධ වන්නේ ඒ හරහා නව නායකයෙක් බිහිවිය හැකියි යන බ්යට නොවේ ද,Neutral
පොලීසියේ වගකීම ජනතාව ආරක්ෂා කිරීම නොවෙන බව සහ ඔවුන්ගෙ තවදුරටත් වගකීම දුෂිත ආණ්ඩුව ආරක්ෂා කිරීම බව ඊයේ හොදටම දැක්ක….… https://t.co/ifoqkYeLCM,Neutral
"'ආණ්ඩුව ගෙනා හැට නව ලක්ෂය ආණ්ඩුව එළවන්න ත් පෙළගැසිය යුතුයි'' - විමල් වීරවංශ
https://t.co/K8K6rqlT3V",Neutral
"ඒ කාලේ ආණ්ඩුව මේ වගේ නෙවෙයි, මීටත් වඩා පීඩනයක් තියෙද්දි...

මැරුම්කන්න වෙනව කියල දැන දැනත්, ටයර් සෑයවල් පෙනි පෙනිත්… https://t.co/StbX17HYvq",Neutral
"ආණ්ඩුව ගෙන යන අදූරදර්ශී පාලනයට එරෙහිව විරෝධය පළකිරීම උපරිම සහය ලබාදුන්නද, එයට ප්‍රචන්ඩත්වය මුසු කිරීම කිසිසේත්ම අ… https://t.co/rQ3tBQJKky",Neutral
"🏴🏴
සමහර උන්ට ආණ්ඩුව පන්නන්නත් ඕනේ. 
හැබැයි උද්ඝෝශණ කරන්නත් බෑ,පාරවල් වහන්නත් බෑ,පොලීසිය එක්ක වලි දාගන්නත් බෑ,නන්දෙට… https://t.co/ZTvCYpJWKX",Neutral
දැන් මැදහත් එකල බයි යාලුවන්ට උද්ගෝෂණ ගැන තියෙන ප්‍රශ්න.. ආණ්ඩුව ගැන කවදාවත් එන්නෙ නැත්තෙ ඇයි?,Neutral
ආණ්ඩුව කොහොම හරි ඒකත් තමන්ට ඕනේ විදිහට හසුරුවගන්න ලෙවල් එකට අපේ මිනිස්සු පාර කපාගත්තා කියලා හිතෙන්නේ නැද්ද?,Neutral
වත්මන් ආණ්ඩුව බොහෝ අවස්ථාවලදී ගත්තේ වැරැදි තීරණය. මේ විරෝධතා අවස්ථාවේදීත් ආණ්ඩුව ගනිමින් සිටින්නේ වැරැදි තීරණය. දෙ… https://t.co/spVhjyucw8,Neutral
මේ විරෝධතා අවස්ථාවේදීත් ආණ්ඩුව ගනිමින් සිටින්නේ වැරැදි තීරණය. දෙමින් සිටින්නේ වැරැදි උපදෙස් ය.,Neutral
